"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"year";"time_weeks";"time_weeks_needs_cleaning";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"condition_legacy_arm1";"condition_legacy_arm2";"number_instruments";"number_arms";"is_multiarm";"outcome_rank";"primary";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";"doi";"abstract";"title";"url";"journal";"id_study";".id"
"Sinniah, 2017";"cbt";"cau";NA;NA;1,21954997256311;0,262877720383794;"msd";"bdi-1";"self-report";34,48;4,03;33;39,47;4,06;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,39;4,69;33;39,55;3,93;36;2017;0;NA;"post";"n";"ind";"ind";16;"eas";"adul";43,13;0,7;"clin";"mood";"oth";0;0;"sr";1;2;"cbt+cau";"cau";2;2;0;2;1;NA;NA;NA;NA;NA;NA;"Sinniah, A., Oei, T., Maniam, T., & Subramaniam, P. (2017). Positive effects of Individual Cognitive Behavior Therapy for patients with unipolar mood disorders with suicidal ideation in Malaysia: a randomised controlled trial. Psychiatry research, 254, 179-189.";101016;"The aim of this study was to investigate the effectiveness of Individual Cognitive Behavior Therapy (ICBT) in treating patients with mood disorders with suicidal ideation. A total of 69 patients (48 females, 21 males) with the diagnoses above were randomly allocated to either the group of Treatment As Usual (TAU)+ICBT (n=33) or the TAU group (n=36). All participants completed the Beck Depression Inventory (BDI), Beck Scale for Suicide Ideation (BSS), Positive and Negative Suicide Ideation Inventory (PANSI), Beck Hopelessness Scale (BHS), and Depression Anxiety Stress Scale-21 (DASS-21). These questionnaires were administered at pre-treatment, midway through treatment (week 4), post-treatment (week 8), and at follow-ups after three months (week 20) and six months (week 32). Factorial ANOVA results showed that the TAU+ICBT patients improved significantly and at faster rate as compared to the TAU group, which showed improvement only from pre to mid treatment on DASS-D and BHS-T measures. The effect size (Cohen's d), for the TAU+ICBT group showed large effect (1.47) for depressive symptoms and suicidal ideation (1.00). These findings suggest that ICBT used in addition to the TAU, was effective in enhancing treatment outcome of patients with unipolar mood disorders as well as, reducing risk for suicide behavior. Copyright 2017 Elsevier Ireland Ltd";"Positive effects of Individual Cognitive Behavior Therapy for patients with unipolar mood disorders with suicidal ideation in Malaysia: a randomised controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/317/CN-01372317/frame.html";"Psychiatry research";"Sinniah, 2017";"Sinniah_2017_cbt_cau_NA_NA_msd_bdi-1_self-report_0_post"
"Sinniah, 2017";"cbt";"cau";NA;NA;0,200485943684342;0,241616908917553;"msd";"dass-d";"self-report";7,96;3,24;33;8,88;5,46;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,12;3,14;33;8,94;5,27;36;2017;0;NA;"post";"n";"ind";"ind";16;"eas";"adul";43,13;0,7;"clin";"mood";"oth";0;0;"sr";1;2;"cbt+cau";"cau";2;2;0;11;0;NA;NA;NA;NA;NA;NA;"Sinniah, A., Oei, T., Maniam, T., & Subramaniam, P. (2017). Positive effects of Individual Cognitive Behavior Therapy for patients with unipolar mood disorders with suicidal ideation in Malaysia: a randomised controlled trial. Psychiatry research, 254, 179-189.";101016;"The aim of this study was to investigate the effectiveness of Individual Cognitive Behavior Therapy (ICBT) in treating patients with mood disorders with suicidal ideation. A total of 69 patients (48 females, 21 males) with the diagnoses above were randomly allocated to either the group of Treatment As Usual (TAU)+ICBT (n=33) or the TAU group (n=36). All participants completed the Beck Depression Inventory (BDI), Beck Scale for Suicide Ideation (BSS), Positive and Negative Suicide Ideation Inventory (PANSI), Beck Hopelessness Scale (BHS), and Depression Anxiety Stress Scale-21 (DASS-21). These questionnaires were administered at pre-treatment, midway through treatment (week 4), post-treatment (week 8), and at follow-ups after three months (week 20) and six months (week 32). Factorial ANOVA results showed that the TAU+ICBT patients improved significantly and at faster rate as compared to the TAU group, which showed improvement only from pre to mid treatment on DASS-D and BHS-T measures. The effect size (Cohen's d), for the TAU+ICBT group showed large effect (1.47) for depressive symptoms and suicidal ideation (1.00). These findings suggest that ICBT used in addition to the TAU, was effective in enhancing treatment outcome of patients with unipolar mood disorders as well as, reducing risk for suicide behavior. Copyright 2017 Elsevier Ireland Ltd";"Positive effects of Individual Cognitive Behavior Therapy for patients with unipolar mood disorders with suicidal ideation in Malaysia: a randomised controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/317/CN-01372317/frame.html";"Psychiatry research";"Sinniah, 2017";"Sinniah_2017_cbt_cau_NA_NA_msd_dass-d_self-report_0_post"
"Sirey, 2021";"other psy";"cau";NA;NA;0,792372393875354;0,475420002623413;"response (50%)";"madrs";"clinician";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"response (reduction of >= 50% in MADRS score)";10;2;25;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021;0;"9";"post";"n";"ind";"ind";9;"us";"old";70,75;0,8;"oth";"cut";"oth";0;0;"1";1;2;NA;NA;1;2;0;3;1;1,09861228866811;0,702376916856849;10;2;25;15;"Sirey, J. A., Solomonov, N., Guillod, A., Zanotti, P., Lee, J., Soliman, M., & Alexopoulos, G. S. (2021). PROTECT: a novel psychotherapy for late-life depression in elder abuse victims. Int Psychogeriatr, 33(5), 521-525. doi:10.1017/s1041610221000430";NA;NA;NA;NA;NA;"Sirey, 2021";"Sirey_2021_otherpsy_cau_NA_NA_response(50%)_madrs_clinician_0_post"
"Smit, 2006";"other psy";"cau";"other psy (drp+pc)";"cau";0,290378037629094;0,27931579154176;"remission (diag, mantained)";"cidi -adapt.";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Recovery at 27 weeks (no diagnosis for 8 weeks)";25;42;32;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;0;NA;"post";"n";"ind";"ind";4;"eu";"adul";42,79;0,64;"clin";"mdd";"adul";1;1;"sr";1;4;"drp+pc";"cau";1;4;1;99;1;0,142604688830198;0,128181478972039;25;42;32;62;"Smit A, Kluiter H, Conradi HJ, Meer K, Tiemens BG, Jenner JA, et al. Short-term effects of enhanced treatment for depression in primary care: Results from a randomized controlled trial. Psychological Medicine. 2006;36(1):15-26.";101017;"BACKGROUND: Depression is a highly prevalent, often recurring or persistent disorder. The majority of patients are initially seen and treated in primary care. Effective treatments are available, but possibilities for providing adequate follow-up care are often limited in this setting. This study assesses the effectiveness of primary-care-based enhanced treatment modalities on short-term patient outcomes. METHOD: In a randomized controlled trial we evaluated a psycho-educational self-management intervention. We included 267 adult patients meeting criteria for a DSM-IV diagnosis of major depressive disorder, assessed by a structured psychiatric interview. Patients were randomly assigned to: the Depression Recurrence Prevention (DRP) program (n=112); a combination of the DRP program with psychiatric consultation (PC+DRP, n=39); a combination with brief cognitive behavior therapy (CBT+DRP, n=44); and care as usual (CAU, n=72). Follow-up assessments were made at 3 months (response 90%) and 6 months (85%). RESULTS: Patient acceptance of enhanced care was good. The mean duration of the index episode was 11 weeks (S.D.=9.78) and similar in CAU and enhanced care. Recovery rate after 6 months was 67% overall; 17% of all participants remained depressed for the entire 6-month period. CONCLUSION: Enhanced care did not result in better short-term outcomes. We found no evidence that the DRP program was more effective than CAU and no indications for added beneficial effects of either the psychiatric evaluation or the CBT treatment to the basic format of the DRP program. Observed depression treatment rates in CAU were high.";"Short-term effects of enhanced treatment for depression in primary care: results from a randomized controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/584/CN-00553584/frame.html and http://journals.cambridge.org/download.php?file=%2FPSM%2FPSM36_01%2FS0033291705006318a.pdf&code=61a29f44e5d071d2ec9cdaa4de02bcf5";"Psychological medicine";"Smit, 2006 -drp+pc";"Smit_2006_otherpsy_cau_otherpsy(drp+pc)_cau_remission(diag_mantained)_cidi-adapt._self-report_0_post"
"Smit, 2006";"cbt";"cau";"cbt (cbt+drp)";"cau";0,0432374558578874;0,249453396590885;"remission (diag, mantained)";"cidi -adapt.";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Recovery at 27 weeks (no diagnosis for 8 weeks)";25;42;36;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;0;NA;"post";"n";"ind";"ind";14;"eu";"adul";42,79;0,64;"clin";"mdd";"adul";1;1;"sr";1;4;"cbt+drp";"cau";1;4;1;99;1;0,024821653173814;0,141076978184541;25;42;36;62;"Smit A, Kluiter H, Conradi HJ, Meer K, Tiemens BG, Jenner JA, et al. Short-term effects of enhanced treatment for depression in primary care: Results from a randomized controlled trial. Psychological Medicine. 2006;36(1):15-26.";101017;"BACKGROUND: Depression is a highly prevalent, often recurring or persistent disorder. The majority of patients are initially seen and treated in primary care. Effective treatments are available, but possibilities for providing adequate follow-up care are often limited in this setting. This study assesses the effectiveness of primary-care-based enhanced treatment modalities on short-term patient outcomes. METHOD: In a randomized controlled trial we evaluated a psycho-educational self-management intervention. We included 267 adult patients meeting criteria for a DSM-IV diagnosis of major depressive disorder, assessed by a structured psychiatric interview. Patients were randomly assigned to: the Depression Recurrence Prevention (DRP) program (n=112); a combination of the DRP program with psychiatric consultation (PC+DRP, n=39); a combination with brief cognitive behavior therapy (CBT+DRP, n=44); and care as usual (CAU, n=72). Follow-up assessments were made at 3 months (response 90%) and 6 months (85%). RESULTS: Patient acceptance of enhanced care was good. The mean duration of the index episode was 11 weeks (S.D.=9.78) and similar in CAU and enhanced care. Recovery rate after 6 months was 67% overall; 17% of all participants remained depressed for the entire 6-month period. CONCLUSION: Enhanced care did not result in better short-term outcomes. We found no evidence that the DRP program was more effective than CAU and no indications for added beneficial effects of either the psychiatric evaluation or the CBT treatment to the basic format of the DRP program. Observed depression treatment rates in CAU were high.";"Short-term effects of enhanced treatment for depression in primary care: results from a randomized controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/584/CN-00553584/frame.html and http://journals.cambridge.org/download.php?file=%2FPSM%2FPSM36_01%2FS0033291705006318a.pdf&code=61a29f44e5d071d2ec9cdaa4de02bcf5";"Psychological medicine";"Smit, 2006 -cbt +drp";"Smit_2006_cbt_cau_cbt(cbt+drp)_cau_remission(diag_mantained)_cidi-adapt._self-report_0_post"
"Smit, 2006";"other psy";"cau";"other psy (drp)";"cau";0,0193020816334057;0,200743947858518;"remission (diag, once)";"cidi -adapt.";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Remitted at least once (no diagnosis lasting 2-7 weeks; at 27 weeks)";27;17;96;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;0;NA;"post";"n";"ind";"ind";3;"eu";"adul";42,79;0,64;"clin";"mdd";"adul";1;1;"sr";1;4;"drp";"cau";1;4;1;99;0;0,0254097155253684;0,263277168634256;27;17;96;62;"Smit A, Kluiter H, Conradi HJ, Meer K, Tiemens BG, Jenner JA, et al. Short-term effects of enhanced treatment for depression in primary care: Results from a randomized controlled trial. Psychological Medicine. 2006;36(1):15-26.";101017;"BACKGROUND: Depression is a highly prevalent, often recurring or persistent disorder. The majority of patients are initially seen and treated in primary care. Effective treatments are available, but possibilities for providing adequate follow-up care are often limited in this setting. This study assesses the effectiveness of primary-care-based enhanced treatment modalities on short-term patient outcomes. METHOD: In a randomized controlled trial we evaluated a psycho-educational self-management intervention. We included 267 adult patients meeting criteria for a DSM-IV diagnosis of major depressive disorder, assessed by a structured psychiatric interview. Patients were randomly assigned to: the Depression Recurrence Prevention (DRP) program (n=112); a combination of the DRP program with psychiatric consultation (PC+DRP, n=39); a combination with brief cognitive behavior therapy (CBT+DRP, n=44); and care as usual (CAU, n=72). Follow-up assessments were made at 3 months (response 90%) and 6 months (85%). RESULTS: Patient acceptance of enhanced care was good. The mean duration of the index episode was 11 weeks (S.D.=9.78) and similar in CAU and enhanced care. Recovery rate after 6 months was 67% overall; 17% of all participants remained depressed for the entire 6-month period. CONCLUSION: Enhanced care did not result in better short-term outcomes. We found no evidence that the DRP program was more effective than CAU and no indications for added beneficial effects of either the psychiatric evaluation or the CBT treatment to the basic format of the DRP program. Observed depression treatment rates in CAU were high.";"Short-term effects of enhanced treatment for depression in primary care: results from a randomized controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/584/CN-00553584/frame.html and http://journals.cambridge.org/download.php?file=%2FPSM%2FPSM36_01%2FS0033291705006318a.pdf&code=61a29f44e5d071d2ec9cdaa4de02bcf5";"Psychological medicine";"Smit, 2006 -drp";"Smit_2006_otherpsy_cau_otherpsy(drp)_cau_remission(diag_once)_cidi-adapt._self-report_0_post"
"Smit, 2006";"other psy";"cau";"other psy (drp)";"cau";-0,175071177656116;0,188878788224871;"remission (diag, mantained)";"cidi -adapt.";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Recovery at 27 weeks (no diagnosis for 8 weeks)";58;42;96;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;0;NA;"fu1";"n";"ind";"ind";3;"eu";"adul";42,79;0,64;"clin";"mdd";"adul";1;1;"sr";1;4;"drp";"cau";1;4;1;99;1;-0,114440414159694;0,120437553093449;58;42;96;62;"Smit A, Kluiter H, Conradi HJ, Meer K, Tiemens BG, Jenner JA, et al. Short-term effects of enhanced treatment for depression in primary care: Results from a randomized controlled trial. Psychological Medicine. 2006;36(1):15-26.";101017;"BACKGROUND: Depression is a highly prevalent, often recurring or persistent disorder. The majority of patients are initially seen and treated in primary care. Effective treatments are available, but possibilities for providing adequate follow-up care are often limited in this setting. This study assesses the effectiveness of primary-care-based enhanced treatment modalities on short-term patient outcomes. METHOD: In a randomized controlled trial we evaluated a psycho-educational self-management intervention. We included 267 adult patients meeting criteria for a DSM-IV diagnosis of major depressive disorder, assessed by a structured psychiatric interview. Patients were randomly assigned to: the Depression Recurrence Prevention (DRP) program (n=112); a combination of the DRP program with psychiatric consultation (PC+DRP, n=39); a combination with brief cognitive behavior therapy (CBT+DRP, n=44); and care as usual (CAU, n=72). Follow-up assessments were made at 3 months (response 90%) and 6 months (85%). RESULTS: Patient acceptance of enhanced care was good. The mean duration of the index episode was 11 weeks (S.D.=9.78) and similar in CAU and enhanced care. Recovery rate after 6 months was 67% overall; 17% of all participants remained depressed for the entire 6-month period. CONCLUSION: Enhanced care did not result in better short-term outcomes. We found no evidence that the DRP program was more effective than CAU and no indications for added beneficial effects of either the psychiatric evaluation or the CBT treatment to the basic format of the DRP program. Observed depression treatment rates in CAU were high.";"Short-term effects of enhanced treatment for depression in primary care: results from a randomized controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/584/CN-00553584/frame.html and http://journals.cambridge.org/download.php?file=%2FPSM%2FPSM36_01%2FS0033291705006318a.pdf&code=61a29f44e5d071d2ec9cdaa4de02bcf5";"Psychological medicine";"Smit, 2006 -drp";"Smit_2006_otherpsy_cau_otherpsy(drp)_cau_remission(diag_mantained)_cidi-adapt._self-report_0_fu1"
"Smit, 2006";"cbt";"cau";"cbt (cbt+drp)";"cau";-0,347892464797476;0,292280113315323;"remission (diag, once)";"cidi -adapt.";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Remitted at least once (no diagnosis lasting 2-7 weeks; at 27 weeks)";6;17;36;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;0;NA;"post";"n";"ind";"ind";14;"eu";"adul";42,79;0,64;"clin";"mdd";"adul";1;1;"sr";1;4;"cbt+drp";"cau";1;4;1;99;0;-0,497838428239179;0,426126021315982;6;17;36;62;"Smit A, Kluiter H, Conradi HJ, Meer K, Tiemens BG, Jenner JA, et al. Short-term effects of enhanced treatment for depression in primary care: Results from a randomized controlled trial. Psychological Medicine. 2006;36(1):15-26.";101017;"BACKGROUND: Depression is a highly prevalent, often recurring or persistent disorder. The majority of patients are initially seen and treated in primary care. Effective treatments are available, but possibilities for providing adequate follow-up care are often limited in this setting. This study assesses the effectiveness of primary-care-based enhanced treatment modalities on short-term patient outcomes. METHOD: In a randomized controlled trial we evaluated a psycho-educational self-management intervention. We included 267 adult patients meeting criteria for a DSM-IV diagnosis of major depressive disorder, assessed by a structured psychiatric interview. Patients were randomly assigned to: the Depression Recurrence Prevention (DRP) program (n=112); a combination of the DRP program with psychiatric consultation (PC+DRP, n=39); a combination with brief cognitive behavior therapy (CBT+DRP, n=44); and care as usual (CAU, n=72). Follow-up assessments were made at 3 months (response 90%) and 6 months (85%). RESULTS: Patient acceptance of enhanced care was good. The mean duration of the index episode was 11 weeks (S.D.=9.78) and similar in CAU and enhanced care. Recovery rate after 6 months was 67% overall; 17% of all participants remained depressed for the entire 6-month period. CONCLUSION: Enhanced care did not result in better short-term outcomes. We found no evidence that the DRP program was more effective than CAU and no indications for added beneficial effects of either the psychiatric evaluation or the CBT treatment to the basic format of the DRP program. Observed depression treatment rates in CAU were high.";"Short-term effects of enhanced treatment for depression in primary care: results from a randomized controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/584/CN-00553584/frame.html and http://journals.cambridge.org/download.php?file=%2FPSM%2FPSM36_01%2FS0033291705006318a.pdf&code=61a29f44e5d071d2ec9cdaa4de02bcf5";"Psychological medicine";"Smit, 2006 -cbt +drp";"Smit_2006_cbt_cau_cbt(cbt+drp)_cau_remission(diag_once)_cidi-adapt._self-report_0_post"
"Smit, 2006";"other psy";"cau";"other psy (drp+pc)";"cau";-0,38985672517865;0,310943039692499;"remission (diag, once)";"cidi -adapt.";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Remitted at least once (no diagnosis lasting 2-7 weeks; at 27 weeks)";5;17;32;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;0;NA;"post";"n";"ind";"ind";4;"eu";"adul";42,79;0,64;"clin";"mdd";"adul";1;1;"sr";1;4;"drp+pc";"cau";1;4;1;99;0;-0,562376949376751;0,45983094410196;5;17;32;62;"Smit A, Kluiter H, Conradi HJ, Meer K, Tiemens BG, Jenner JA, et al. Short-term effects of enhanced treatment for depression in primary care: Results from a randomized controlled trial. Psychological Medicine. 2006;36(1):15-26.";101017;"BACKGROUND: Depression is a highly prevalent, often recurring or persistent disorder. The majority of patients are initially seen and treated in primary care. Effective treatments are available, but possibilities for providing adequate follow-up care are often limited in this setting. This study assesses the effectiveness of primary-care-based enhanced treatment modalities on short-term patient outcomes. METHOD: In a randomized controlled trial we evaluated a psycho-educational self-management intervention. We included 267 adult patients meeting criteria for a DSM-IV diagnosis of major depressive disorder, assessed by a structured psychiatric interview. Patients were randomly assigned to: the Depression Recurrence Prevention (DRP) program (n=112); a combination of the DRP program with psychiatric consultation (PC+DRP, n=39); a combination with brief cognitive behavior therapy (CBT+DRP, n=44); and care as usual (CAU, n=72). Follow-up assessments were made at 3 months (response 90%) and 6 months (85%). RESULTS: Patient acceptance of enhanced care was good. The mean duration of the index episode was 11 weeks (S.D.=9.78) and similar in CAU and enhanced care. Recovery rate after 6 months was 67% overall; 17% of all participants remained depressed for the entire 6-month period. CONCLUSION: Enhanced care did not result in better short-term outcomes. We found no evidence that the DRP program was more effective than CAU and no indications for added beneficial effects of either the psychiatric evaluation or the CBT treatment to the basic format of the DRP program. Observed depression treatment rates in CAU were high.";"Short-term effects of enhanced treatment for depression in primary care: results from a randomized controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/584/CN-00553584/frame.html and http://journals.cambridge.org/download.php?file=%2FPSM%2FPSM36_01%2FS0033291705006318a.pdf&code=61a29f44e5d071d2ec9cdaa4de02bcf5";"Psychological medicine";"Smit, 2006 -drp+pc";"Smit_2006_otherpsy_cau_otherpsy(drp+pc)_cau_remission(diag_once)_cidi-adapt._self-report_0_post"
"Smith, 2017a";"cbt";"wl";"cbt (cbt bibliotherapy)";"wl";0,984517622802981;0,21747388574464;"msd";"phq-9";"self-report";8,33;4,78;47;13,14;4,91;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,76;5,03;74;16,07;5,03;59;2017;0;NA;"post";"n";"ush";"ush";12;"au";"adul";39,91;0,82;"com";"mdd";"adul";1;1;"sr";1;4;"cbt bibliotherapy";"wlc";2;3;1;4;1;NA;NA;NA;NA;NA;NA;"Smith, J., Newby, J. M., Burston, N., Murphy, M. J., Michael, S., Mackenzie, A., . . . Andrews, G. (2017). Help from home for depression: A randomised controlled trial comparing internet-delivered cognitive behaviour therapy with bibliotherapy for depression. Internet Interventions, 9, 25-37.";101016;"Major Depressive Disorder (MDD) is a leading cause of the Global Burden of Disease. Cognitive Behavioural Therapy (CBT) is an effective treatment for MDD, but access can be impaired due to numerous barriers. Internet-delivered CBT (iCBT) can be utilised to overcome treatment barriers and is an effective treatment for depression, but has never been compared to bibliotherapy. This Randomised Controlled Trial (RCT) included participants meeting diagnostic criteria for MDD (n = 270) being randomised to either: iCBT (n = 61), a CBT self-help book (bCBT) (n = 77), a meditation self-help book (bMED) (n = 64) or wait-list control (WLC) (n = 68). The primary outcome was the Patient Health Questionnaire 9-item scale (PHQ-9) at 12-weeks (post-treatment). All three active interventions were significantly more effective than WLC in reducing depression at post-treatment, but there were no significant differences between the groups. All three interventions led to large within-group reductions in PHQ-9 scores at post-treatment (g = 0.881.69), which were maintained at 3-month follow-up, although there was some evidence of relapse in the bMED group (within-group g [post to follow-up] = 0.091.04). Self-help based interventions could be beneficial in treating depression, however vigilance needs to be applied when selecting from the range of materials available. Replication of this study with a larger sample is required.";"Help from home for depression: A randomised controlled trial comparing internet-delivered cognitive behaviour therapy with bibliotherapy for depression";"http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L616379512 and http://dx.doi.org/10.1016/j.invent.2017.05.001 and http://vu.on.worldcat.org/atoztitles/link?sid=EMBASE&issn=22147829&id=doi:10.1016%2Fj.invent.2017.05.001&atitle=Help+from+home+for+depression%3A+A+randomised+controlled+trial+comparing+internet-delivered+cognitive+behaviour+therapy+with+bibliotherapy+for+depression&stitle=Internet+Interv.&title=Internet+Interventions&volume=9&issue=&spage=25&epage=37&aulast=Smith&aufirst=Jessica&auinit=J.&aufull=Smith+J.&coden=&isbn=&pages=25-37&date=2017&auinit1=J&auinitm=";"Internet Interventions";"Smith, 2017a";"Smith_2017a_cbt_wl_cbt(cbtbibliotherapy)_wl_msd_phq-9_self-report_0_post"
"Smith, 2017a";"cbt";"wl";"cbt (i-cbt)";"wl";0,90865787743373;0,23734259819219;"msd";"k-10";"self-report";21,98;6,36;33;27,93;6,57;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,67;6,74;54;32,69;6,74;59;2017;0;NA;"post";"n";"gsh";"gsh";6;"au";"adul";39,91;0,82;"com";"mdd";"adul";1;1;"sr";1;4;"i-cbt";"wlc";2;3;1;99;0;NA;NA;NA;NA;NA;NA;"Smith, J., Newby, J. M., Burston, N., Murphy, M. J., Michael, S., Mackenzie, A., . . . Andrews, G. (2017). Help from home for depression: A randomised controlled trial comparing internet-delivered cognitive behaviour therapy with bibliotherapy for depression. Internet Interventions, 9, 25-37.";101016;"Major Depressive Disorder (MDD) is a leading cause of the Global Burden of Disease. Cognitive Behavioural Therapy (CBT) is an effective treatment for MDD, but access can be impaired due to numerous barriers. Internet-delivered CBT (iCBT) can be utilised to overcome treatment barriers and is an effective treatment for depression, but has never been compared to bibliotherapy. This Randomised Controlled Trial (RCT) included participants meeting diagnostic criteria for MDD (n = 270) being randomised to either: iCBT (n = 61), a CBT self-help book (bCBT) (n = 77), a meditation self-help book (bMED) (n = 64) or wait-list control (WLC) (n = 68). The primary outcome was the Patient Health Questionnaire 9-item scale (PHQ-9) at 12-weeks (post-treatment). All three active interventions were significantly more effective than WLC in reducing depression at post-treatment, but there were no significant differences between the groups. All three interventions led to large within-group reductions in PHQ-9 scores at post-treatment (g = 0.881.69), which were maintained at 3-month follow-up, although there was some evidence of relapse in the bMED group (within-group g [post to follow-up] = 0.091.04). Self-help based interventions could be beneficial in treating depression, however vigilance needs to be applied when selecting from the range of materials available. Replication of this study with a larger sample is required.";"Help from home for depression: A randomised controlled trial comparing internet-delivered cognitive behaviour therapy with bibliotherapy for depression";"http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L616379512 and http://dx.doi.org/10.1016/j.invent.2017.05.001 and http://vu.on.worldcat.org/atoztitles/link?sid=EMBASE&issn=22147829&id=doi:10.1016%2Fj.invent.2017.05.001&atitle=Help+from+home+for+depression%3A+A+randomised+controlled+trial+comparing+internet-delivered+cognitive+behaviour+therapy+with+bibliotherapy+for+depression&stitle=Internet+Interv.&title=Internet+Interventions&volume=9&issue=&spage=25&epage=37&aulast=Smith&aufirst=Jessica&auinit=J.&aufull=Smith+J.&coden=&isbn=&pages=25-37&date=2017&auinit1=J&auinitm=";"Internet Interventions";"Smith, 2017a";"Smith_2017a_cbt_wl_cbt(i-cbt)_wl_msd_k-10_self-report_0_post"
